,Type of Travel,Inflight wifi service,Customer Type,Online boarding,Checkin service,Class,Inflight service,Baggage handling,Seat comfort,Cleanliness,On-board service,Leg room service,True_Y,Predicted_Y_Naive Bayes (GaussianNB)
20732,0,3,0,4,4,0,3,3,4,3,3,3,0,1
20739,0,4,0,4,3,0,3,3,4,4,3,1,0,1
20746,1,5,0,3,3,1,1,1,3,2,1,5,1,0
20757,0,3,1,3,4,0,4,5,5,5,3,3,0,1
20773,0,2,0,5,5,0,1,1,4,5,1,2,1,0
20785,0,2,0,4,3,0,2,2,4,3,2,2,1,0
20800,0,2,0,2,2,0,5,4,2,2,4,4,1,0
20804,0,2,0,5,3,0,3,3,2,1,3,3,1,0
20818,0,4,1,4,4,0,4,4,5,5,5,2,0,1
20822,0,2,1,2,3,0,5,5,4,4,4,5,0,1
20843,0,0,1,0,4,0,4,4,4,4,3,3,1,0
20855,0,4,0,2,1,1,4,4,1,3,4,4,1,0
20862,1,4,0,4,3,1,3,5,2,2,4,5,1,0
20867,0,3,1,3,3,0,3,4,4,4,4,4,0,1
20877,0,4,0,2,4,0,4,4,4,2,1,4,0,1
20895,0,5,0,4,3,2,3,4,5,5,1,2,0,1
20901,0,3,1,3,4,1,5,5,5,4,4,5,0,1
20910,0,4,0,4,3,0,1,1,4,4,1,1,1,0
20925,0,0,1,0,4,0,4,4,3,3,3,5,1,0
20929,0,3,0,4,1,1,5,5,3,3,3,2,1,0
20949,0,1,0,3,3,0,2,2,4,4,2,2,1,0
20955,0,0,0,4,3,0,1,1,4,3,1,1,1,0
20963,1,4,0,4,3,1,5,5,5,5,4,4,1,0
20966,1,5,0,5,5,1,5,4,2,5,3,3,1,0
20970,1,4,0,4,3,1,1,1,4,4,1,5,1,0
20991,0,3,0,3,1,1,3,3,5,3,3,3,1,0
20992,0,4,0,4,5,2,1,3,4,4,5,1,1,0
20994,0,4,0,2,1,1,3,3,1,3,3,4,1,0
21010,1,0,1,0,5,1,5,5,4,4,5,4,1,0
21012,1,4,0,0,5,1,1,4,3,3,5,5,1,0
21013,0,4,0,4,4,1,2,2,4,4,4,3,0,1
21015,0,1,0,4,4,0,2,2,4,3,2,2,1,0
21016,0,4,0,4,3,2,2,5,5,4,3,1,1,0
21028,0,3,1,3,3,0,5,5,5,5,4,5,0,1
21032,0,4,0,4,4,0,4,4,4,4,2,3,0,1
21039,0,4,0,4,4,0,2,4,4,4,1,4,0,1
21042,0,3,1,3,5,0,4,4,5,5,4,3,0,1
21044,0,0,1,0,5,0,4,5,1,1,4,4,1,0
21051,0,4,0,3,1,1,4,4,2,3,4,4,1,0
21056,0,2,0,4,1,0,5,1,4,4,1,3,1,0
21068,0,3,0,4,4,0,3,3,4,1,3,3,0,1
21076,0,4,0,3,3,0,4,3,4,4,2,4,0,1
21083,1,4,0,0,4,1,4,5,4,4,1,5,1,0
21090,0,4,1,4,5,0,5,5,3,3,4,5,0,1
21093,0,3,1,3,5,0,4,4,3,3,4,5,0,1
21103,0,2,0,3,4,0,2,2,4,5,2,2,1,0
21113,1,5,0,5,3,1,4,5,1,1,4,2,1,0
21122,1,4,0,4,4,1,5,5,1,1,4,2,1,0
21125,0,4,0,3,1,0,3,4,4,4,3,5,0,1
21136,0,0,1,0,3,0,4,5,5,5,4,3,1,0
21138,0,4,0,2,2,2,4,4,3,3,4,4,1,0
21153,0,5,1,4,3,1,5,4,1,1,3,5,1,0
21156,0,0,0,5,5,0,1,1,4,5,1,1,1,0
21163,1,4,0,4,5,1,4,5,5,5,3,5,1,0
21164,0,2,1,2,4,0,5,5,4,4,5,3,0,1
21168,0,4,1,4,4,0,5,5,4,4,3,5,0,1
21188,0,4,0,2,1,0,4,4,3,2,4,4,0,1
21191,0,2,0,2,3,0,2,2,3,2,2,2,1,0
21200,0,1,1,1,4,0,4,5,5,5,5,4,0,1
21211,0,3,0,1,5,0,2,2,4,5,2,2,1,0
21234,0,3,1,3,3,0,5,4,5,5,4,3,0,1
21235,0,0,1,0,4,1,1,1,3,3,4,4,1,0
21243,1,0,0,0,4,1,5,4,4,4,4,3,1,0
21244,0,4,0,4,2,1,4,4,4,4,1,3,0,1
21255,0,0,1,0,5,0,5,4,4,4,3,2,1,0
21259,0,0,0,0,3,1,4,3,1,1,3,4,1,0
21260,0,4,1,4,3,1,4,4,5,5,2,2,1,0
21263,0,4,1,4,4,0,5,5,1,1,4,2,1,0
21277,0,2,1,2,5,0,5,5,4,4,3,4,0,1
21286,0,2,0,1,5,0,3,3,3,4,3,4,1,0
21290,0,4,1,4,3,1,5,4,1,1,5,5,1,0
21293,0,2,0,5,4,0,2,1,5,5,1,1,1,0
21296,0,4,0,4,2,1,2,1,4,4,1,5,1,0
21330,1,5,0,4,3,1,1,1,2,3,1,5,1,0
21351,0,0,0,2,5,0,1,1,4,1,1,1,1,0
21361,0,5,1,3,3,1,5,4,3,3,2,5,1,0
21363,0,4,1,4,4,0,3,3,4,4,4,3,0,1
21367,0,4,0,4,1,0,2,2,4,4,3,2,0,1
21375,0,0,1,0,4,1,4,5,5,5,5,4,1,0
21376,0,1,0,4,4,0,4,1,4,3,4,4,0,1
21377,0,1,0,1,1,0,4,3,1,1,4,4,1,0
21385,0,4,0,1,1,0,3,3,2,2,3,4,1,0
21394,0,4,1,4,2,1,2,3,4,4,3,4,1,0
21395,0,4,0,3,2,1,4,4,4,3,4,4,0,1
21399,0,4,0,4,3,0,2,4,4,2,2,2,0,1
21404,0,4,0,4,1,1,2,1,4,4,1,5,1,0
21425,0,4,1,4,5,0,4,5,5,5,5,5,0,1
21440,0,4,0,2,4,0,4,4,3,2,4,4,0,1
21448,0,3,0,3,2,0,4,4,1,2,4,4,1,0
21453,1,5,0,5,2,1,2,5,4,4,5,1,1,0
21460,0,4,0,4,2,2,1,3,3,4,4,3,1,0
21469,0,4,0,3,3,2,4,4,1,4,4,4,1,0
21488,0,4,0,4,2,0,4,4,4,4,4,4,0,1
21504,0,3,0,4,3,0,3,3,3,4,3,3,0,1
21515,0,1,1,5,5,0,3,5,5,5,5,5,0,1
21517,0,4,1,4,3,1,2,2,4,3,2,1,1,0
21519,1,4,0,4,4,1,4,4,2,2,4,2,1,0
21529,0,4,0,4,1,2,3,1,5,4,4,3,1,0
21535,0,0,0,4,3,0,1,1,4,4,1,1,1,0
21544,0,3,0,3,4,2,4,2,3,3,1,2,1,0
21545,0,4,0,4,4,1,2,2,4,4,3,5,0,1
21553,1,4,0,4,4,1,2,2,4,4,2,5,1,0
21554,0,2,0,2,5,1,3,1,2,2,1,5,1,0
21558,1,5,0,5,2,1,1,2,1,1,4,5,1,0
21576,0,3,0,3,3,0,4,4,3,3,1,4,0,1
21583,1,4,0,4,3,1,4,4,5,5,4,3,1,0
21585,0,2,0,3,2,0,3,2,4,4,3,3,0,1
21592,0,4,0,3,2,0,2,3,4,4,2,3,0,1
21607,0,3,0,4,2,0,4,3,3,3,4,4,0,1
21613,0,4,0,3,1,0,4,4,4,1,4,4,0,1
21614,1,5,0,3,4,1,5,4,5,5,3,2,1,0
21620,0,3,0,4,4,1,2,3,3,3,1,5,1,0
21624,0,2,1,3,4,0,4,4,5,5,3,4,0,1
21625,0,0,0,4,4,0,1,1,4,3,1,1,1,0
21627,0,3,0,3,4,0,3,3,4,4,3,3,0,1
21636,0,2,0,4,2,0,4,4,2,4,2,4,0,1
21637,1,0,0,0,5,2,4,5,3,3,4,5,1,0
21641,0,4,0,4,3,1,1,2,4,4,2,2,1,0
21647,0,5,1,5,5,2,3,5,1,1,5,2,1,0
21663,0,4,0,1,2,2,4,4,2,5,4,4,1,0
21669,1,0,0,0,5,2,3,4,4,4,2,3,1,0
21674,1,4,0,4,5,1,3,2,3,3,4,5,1,0
21696,0,4,0,4,2,1,4,2,4,4,1,2,1,0
21698,1,5,0,5,4,1,3,4,3,3,1,2,1,0
21699,0,3,0,4,3,0,3,3,4,4,3,2,0,1
21704,0,0,0,4,1,2,3,1,1,1,2,1,1,0
21719,0,3,0,3,4,0,4,4,3,3,3,4,0,1
21724,0,2,0,2,2,1,3,2,2,2,2,3,1,0
21727,0,4,0,3,1,0,4,4,3,2,4,4,0,1
21756,0,3,0,3,2,0,3,3,4,4,3,2,0,1
21762,0,2,1,2,4,0,1,4,1,5,4,1,1,0
21766,0,0,0,0,1,1,4,5,1,1,3,5,1,0
21767,0,3,0,4,2,1,1,3,3,3,4,2,1,0
21772,0,3,0,4,1,2,5,4,3,3,5,2,1,0
21773,0,0,1,1,1,0,3,5,1,1,2,4,1,0
21776,0,4,0,4,1,0,4,4,3,4,4,4,0,1
21792,0,4,0,4,4,0,4,2,4,4,2,5,0,1
21806,0,4,0,4,4,1,4,4,3,4,4,4,0,1
21807,0,3,0,2,2,0,5,3,2,2,4,4,1,0
21813,0,5,1,5,5,1,5,1,3,3,1,1,1,0
21818,0,1,0,4,3,0,4,1,4,1,4,4,0,1
21822,0,1,0,2,4,0,4,5,2,2,3,3,1,0
21826,1,4,0,4,3,1,5,3,2,2,3,2,1,0
21837,0,0,0,0,3,1,2,2,4,4,3,5,1,0
21850,1,4,0,5,5,1,5,5,5,3,5,4,0,1
21853,1,4,0,4,3,2,4,4,4,4,4,3,1,0
21856,1,4,0,5,5,0,2,2,4,5,2,4,1,0
21859,1,4,0,4,5,1,5,4,2,2,3,4,1,0
21864,0,0,1,0,4,1,4,4,3,3,3,4,1,0
21865,0,4,1,4,4,0,4,4,1,1,4,4,1,0
21868,0,4,0,2,2,0,2,2,2,5,2,2,1,0
21876,0,5,1,0,2,1,2,3,5,5,3,2,1,0
21882,0,3,0,4,2,0,3,3,3,4,3,2,0,1
21886,0,4,1,4,3,0,5,4,2,2,4,3,1,0
21896,0,0,1,0,4,1,3,3,4,4,4,3,1,0
21900,1,4,0,5,5,0,3,3,5,3,3,4,1,0
21901,0,5,1,5,5,1,5,4,2,2,1,3,1,0
21912,1,4,0,4,3,1,3,3,5,5,2,5,1,0
21921,1,4,0,4,4,1,3,3,4,3,3,4,1,0
21934,1,0,0,0,3,1,4,5,3,3,3,2,1,0
21935,1,5,0,5,4,2,5,4,3,4,3,2,1,0
21942,0,3,1,3,3,0,4,4,3,3,5,5,0,1
21944,1,0,0,5,4,1,5,5,4,4,5,0,1,0
21949,0,4,1,4,5,0,4,4,2,2,3,3,1,0
21958,1,4,0,3,5,1,3,3,3,1,3,4,1,0
21959,0,0,0,0,4,2,1,5,5,5,1,2,1,0
21960,1,5,0,1,1,1,1,1,5,5,4,4,1,0
21970,0,0,1,0,5,1,5,4,5,5,5,2,1,0
21983,0,1,0,1,4,0,3,3,2,5,3,4,1,0
21985,0,4,0,1,1,2,4,4,2,2,4,4,1,0
21996,0,4,1,4,4,0,5,4,1,1,4,5,1,0
22005,1,4,0,3,4,1,2,2,2,3,2,4,1,0
22006,1,4,0,4,5,0,5,4,4,4,5,3,0,1
22038,1,0,0,0,2,2,1,1,1,1,5,5,1,0
22045,0,4,0,2,4,0,4,4,4,4,4,4,0,1
22047,1,4,0,0,1,1,3,4,4,5,2,4,1,0
22060,0,3,0,4,3,0,3,3,3,3,3,3,0,1
22061,1,0,0,0,5,1,4,5,2,2,5,2,1,0
22063,0,0,1,0,4,0,4,5,1,1,3,4,1,0
22068,0,4,0,3,3,0,4,4,4,3,4,4,0,1
22074,0,4,0,2,3,0,4,4,3,2,4,4,0,1
22088,0,4,0,4,1,1,2,2,3,4,1,5,1,0
22089,1,4,0,4,3,1,5,5,1,1,5,5,1,0
22091,0,4,0,4,5,2,3,2,4,4,2,1,1,0
22096,0,4,1,4,3,1,4,5,2,2,5,4,1,0
22103,0,4,1,4,5,0,4,4,1,1,4,3,1,0
22110,1,4,0,5,3,0,4,5,5,5,4,0,1,0
22114,0,2,1,2,3,0,5,4,5,5,4,4,0,1
22122,0,4,1,4,5,2,1,1,4,4,4,5,1,0
22127,0,3,1,3,3,0,4,5,5,5,4,5,0,1
22129,0,3,0,4,1,0,3,3,4,4,3,3,0,1
22209,0,3,0,3,3,0,3,3,4,4,3,3,0,1
22221,1,0,0,0,5,1,4,4,2,2,3,3,1,0
22237,0,4,0,4,1,0,3,4,4,4,2,3,0,1
22242,0,3,0,4,4,0,3,3,4,3,3,3,0,1
22245,0,3,0,4,4,0,3,3,3,3,3,3,0,1
22248,0,4,0,1,1,1,4,4,3,3,4,4,1,0
22257,0,3,0,3,3,0,3,4,3,3,2,3,0,1
22262,0,2,0,2,5,1,2,4,2,2,1,3,1,0
22271,0,4,1,4,4,1,3,1,2,5,4,1,1,0
22274,0,4,0,2,1,0,4,4,2,3,4,3,0,1
22293,1,5,0,5,3,2,4,4,1,1,4,2,1,0
22302,0,3,0,1,1,0,5,4,1,3,5,5,1,0
22312,0,3,0,4,2,0,1,5,4,4,1,2,1,0
22320,1,5,0,4,2,2,1,1,4,3,1,5,1,0
22321,0,2,0,3,1,1,1,4,2,2,4,1,1,0
22334,0,4,1,4,4,0,4,4,2,2,4,3,1,0
22341,1,5,0,4,3,1,1,1,5,5,1,5,1,0
22352,1,4,0,4,2,1,1,3,1,1,4,4,1,0
22370,0,3,0,1,1,0,4,4,5,1,4,4,1,0
22374,0,2,0,2,5,1,1,4,2,2,2,5,1,0
22389,0,4,1,4,2,1,4,1,3,3,5,3,1,0
22394,0,4,0,3,1,0,4,4,4,4,4,2,0,1
22404,0,3,0,3,2,0,3,3,2,2,3,3,1,0
22425,0,4,0,2,2,0,3,5,2,2,2,4,1,0
22429,0,4,0,2,4,0,4,4,1,4,4,4,0,1
22438,1,5,0,4,2,1,3,3,3,3,3,5,1,0
22451,0,0,0,0,1,1,4,3,4,4,4,5,1,0
22459,0,4,0,3,1,0,4,4,3,1,4,4,0,1
22461,0,3,0,3,2,1,3,3,4,4,4,4,0,1
22463,0,5,0,3,4,0,5,5,3,3,5,4,0,1
22464,0,4,0,4,2,1,4,3,4,4,2,4,0,1
22467,1,4,0,5,2,1,1,1,3,5,1,4,1,0
22473,0,3,0,3,3,0,3,3,3,3,3,3,0,1
22474,0,0,1,1,4,0,5,4,3,3,4,4,1,0
22487,1,4,0,4,5,1,4,5,1,2,4,2,1,0
22490,0,4,0,3,1,0,4,4,4,2,4,4,0,1
22520,0,3,0,3,1,1,5,4,3,3,2,4,1,0
22525,0,2,0,1,4,0,4,4,3,1,4,4,1,0
22532,1,0,0,0,2,1,4,4,2,2,1,2,1,0
22541,1,4,0,4,4,0,5,3,5,5,5,4,0,1
22544,0,3,1,2,3,1,5,4,5,5,4,4,1,0
22560,0,5,1,0,3,1,1,1,4,4,5,4,1,0
22562,0,1,1,5,5,1,4,4,5,5,2,4,0,1
22563,0,4,0,2,2,0,4,4,3,4,4,3,0,1
22574,0,3,0,3,3,0,4,4,3,3,1,5,0,1
22581,1,5,0,5,3,1,4,4,5,4,4,2,1,0
22584,0,0,1,0,3,0,4,4,2,2,4,4,1,0
22593,0,4,1,4,5,0,4,4,1,1,4,5,1,0
22599,0,2,0,4,4,0,3,2,4,3,3,3,0,1
22610,0,4,0,4,1,0,4,4,4,4,1,4,0,1
22614,1,5,0,5,4,2,4,1,4,4,2,4,1,0
22629,0,2,0,2,3,1,2,2,2,2,3,5,1,0
22632,0,3,0,4,4,0,3,3,3,3,3,3,0,1
22635,0,4,0,3,1,0,4,4,3,2,4,4,0,1
22638,0,0,0,0,1,2,5,1,5,5,5,4,1,0
22639,1,4,0,5,4,0,5,5,5,3,5,4,0,1
22640,0,4,0,4,2,1,3,1,4,4,4,1,1,0
22647,0,4,1,4,5,0,4,5,2,2,5,3,0,1
22648,1,4,0,4,1,1,5,5,4,4,5,4,1,0
22650,0,3,0,3,4,0,4,4,3,3,1,4,0,1
22655,0,5,1,5,2,1,4,2,3,2,3,3,1,0
22657,0,3,1,3,5,0,4,5,5,5,3,5,0,1
22671,0,4,0,3,2,2,4,4,4,4,4,4,0,1
22677,0,4,1,4,4,1,3,3,4,5,1,5,1,0
22678,0,2,0,2,4,1,5,1,2,2,4,5,1,0
22696,0,0,1,0,3,0,5,5,1,1,3,3,1,0
22715,0,0,0,0,2,1,4,1,1,1,1,4,1,0
22724,0,4,1,3,5,1,4,5,2,2,4,5,1,0
22728,0,2,0,2,1,1,5,3,1,1,2,1,1,0
22737,0,4,0,4,2,2,2,2,4,4,1,2,1,0
22745,0,4,1,4,5,0,5,4,5,5,3,5,0,1
22770,1,4,0,4,5,1,5,4,5,2,4,2,1,0
22772,0,3,0,4,1,0,3,3,4,3,3,3,0,1
22775,1,4,0,5,3,1,5,5,4,5,5,4,0,1
22779,0,0,1,0,4,0,5,5,4,4,2,5,1,0
22799,1,4,0,4,3,1,1,2,3,3,4,1,1,0
22801,0,4,1,4,5,1,5,4,1,1,5,3,1,0
22802,0,4,0,4,4,1,5,3,4,4,1,1,1,0
22806,0,3,0,3,3,0,4,3,3,3,4,3,0,1
22807,1,4,0,4,2,1,4,3,1,1,4,5,1,0
22820,0,0,1,0,5,1,5,1,1,1,4,4,1,0
22833,0,4,0,4,4,0,2,4,3,2,2,2,0,1
22848,1,4,0,4,4,1,1,1,4,5,1,4,1,0
22867,0,5,0,2,4,0,2,2,1,1,5,5,1,0
22884,0,4,1,4,4,0,5,4,1,1,5,2,1,0
22886,0,4,0,1,4,0,4,4,3,1,4,4,0,1
22895,0,4,1,4,5,0,5,4,1,1,4,5,1,0
22901,0,3,0,3,1,0,4,4,3,3,4,2,0,1
22927,0,3,1,3,5,0,5,4,3,3,4,4,0,1
22934,1,5,0,3,4,1,3,3,3,2,3,5,1,0
22939,1,5,0,5,3,1,4,5,2,1,3,4,1,0
22951,0,3,0,4,2,0,3,3,4,4,3,3,0,1
22952,0,1,0,3,2,0,4,1,4,4,4,4,0,1
22963,0,4,0,3,2,1,4,4,3,3,4,4,0,1
22972,1,4,0,1,4,1,2,2,3,3,2,4,1,0
22975,1,0,0,0,2,1,4,3,3,3,4,1,1,0
22977,0,4,1,4,3,0,4,5,1,1,5,2,1,0
22989,0,2,0,2,2,0,4,4,4,1,4,4,1,0
22990,0,2,1,2,3,0,5,4,5,5,4,5,0,1
22992,0,4,1,4,5,1,1,3,5,5,1,2,1,0
23001,0,3,0,2,4,0,3,3,3,4,3,3,0,1
23012,1,5,0,5,5,1,3,3,5,5,3,3,1,0
23024,0,4,1,4,3,0,3,5,3,3,5,5,0,1
23025,1,0,0,0,4,2,4,5,1,1,5,2,1,0
23028,1,4,1,4,5,1,5,5,4,4,5,4,1,0
23037,0,0,0,2,3,0,2,2,1,3,2,2,1,0
23045,0,4,0,4,1,1,2,2,4,4,2,3,1,0
23049,0,0,0,4,3,0,1,1,4,3,1,1,1,0
23057,0,1,0,2,5,0,1,5,1,1,4,1,1,0
23068,1,5,0,5,1,1,3,4,1,1,4,3,1,0
23074,1,5,0,5,3,1,3,3,1,1,3,2,1,0
23089,0,4,1,4,4,1,5,2,1,1,3,4,1,0
23104,0,3,0,4,3,1,3,3,4,3,3,3,0,1
23112,0,4,0,4,1,1,4,3,5,5,3,4,0,1
23114,0,2,0,1,3,0,3,3,1,5,3,3,1,0
23118,0,5,1,5,4,1,4,5,2,2,3,2,1,0
23120,0,4,0,2,1,0,4,4,3,3,4,4,0,1
23121,0,1,1,1,5,0,5,5,5,5,3,5,0,1
23124,0,4,0,4,5,1,3,1,4,4,3,1,1,0
23125,0,4,1,4,3,0,4,4,2,2,5,5,0,1
23130,0,4,0,4,1,2,5,5,4,4,1,4,1,0
23132,0,4,0,4,2,1,1,3,4,4,1,1,1,0
23136,0,2,0,1,4,0,4,4,1,1,4,4,1,0
23137,0,4,0,4,2,0,4,4,3,2,4,4,0,1
23146,0,0,1,0,5,1,4,4,5,4,2,1,1,0
23150,1,5,0,5,2,1,1,3,1,1,3,2,1,0
23161,0,4,0,1,3,1,4,4,3,3,4,4,1,0
23168,0,4,0,3,3,0,4,4,4,2,4,4,0,1
23173,0,4,0,4,1,0,3,4,4,1,3,3,0,1
23175,0,4,0,4,1,0,4,4,4,4,4,4,0,1
23180,1,5,0,5,1,0,3,3,3,3,4,4,1,0
23191,0,4,0,4,4,0,4,4,3,1,4,3,0,1
23210,0,3,0,4,4,0,3,4,3,4,2,2,0,1
23214,0,3,0,4,3,0,3,3,4,1,3,3,0,1
23221,0,3,0,3,4,0,3,3,3,2,3,3,0,1
23238,1,0,0,0,4,1,5,4,3,3,5,2,1,0
23244,0,4,1,4,3,0,4,4,2,2,3,2,1,0
23252,0,4,0,3,2,1,3,3,4,4,4,5,0,1
23254,0,0,1,0,3,0,4,5,5,5,5,3,1,0
23260,1,0,0,5,5,1,2,2,5,5,2,0,1,0
23263,0,4,0,3,4,0,3,3,4,4,4,1,0,1
23265,0,4,0,4,2,1,4,1,4,4,1,5,1,0
23272,0,2,1,2,5,0,5,5,4,4,5,3,0,1
23275,0,2,1,2,5,0,5,4,5,5,5,5,0,1
23276,0,2,1,2,4,0,5,4,2,2,3,3,1,0
23290,1,0,0,0,4,1,4,4,2,2,3,3,1,0
23302,0,4,0,2,3,0,4,4,3,2,4,3,0,1
23313,0,4,0,5,2,2,4,4,4,1,4,4,1,0
23314,0,5,0,4,2,1,3,4,5,5,2,4,0,1
23321,0,0,0,1,2,0,5,5,1,1,5,5,1,0
23327,0,3,0,1,1,0,3,3,2,3,3,3,1,0
23335,1,4,0,4,1,1,5,5,2,2,4,5,1,0
23364,0,3,0,3,4,0,3,3,4,4,3,3,0,1
23367,1,4,0,4,2,1,3,4,2,1,4,3,1,0
23368,0,0,1,0,4,1,2,5,3,3,1,5,1,0
23372,0,4,0,3,2,0,4,4,3,3,4,4,0,1
23373,1,0,0,0,3,1,5,4,3,3,3,2,1,0
23376,0,4,1,4,4,0,5,4,5,5,3,2,0,1
23390,1,5,0,5,5,2,1,2,3,3,2,5,1,0
23400,0,3,0,4,3,0,3,3,4,3,3,3,0,1
23409,1,5,0,5,1,1,4,3,5,4,2,2,1,0
23421,0,4,0,4,1,1,4,4,1,2,4,4,1,0
23451,0,0,1,0,5,0,5,4,3,3,5,5,1,0
23459,0,4,1,5,4,0,3,4,4,4,2,4,0,1
23461,0,0,0,0,2,2,5,5,4,4,4,3,1,0
23470,1,0,0,4,5,1,3,3,2,2,3,0,1,0
23482,1,5,0,5,3,1,4,4,2,2,4,1,1,0
23516,1,5,0,5,1,1,3,3,5,5,4,2,1,0
23519,0,4,0,3,2,0,4,4,4,2,4,3,0,1
23523,0,4,0,3,3,0,4,4,4,1,4,4,0,1
23549,1,5,0,5,2,1,3,3,1,1,4,3,1,0
23554,0,3,1,3,5,0,5,4,5,5,3,4,0,1
23570,0,3,0,3,3,0,3,3,4,3,3,3,0,1
23587,0,2,0,4,4,0,3,2,4,3,3,3,0,1
23589,1,5,0,0,5,1,2,5,3,3,4,4,1,0
23603,1,4,0,3,2,1,3,3,3,1,3,4,1,0
23626,1,4,0,4,3,1,4,5,5,5,5,3,1,0
23629,0,5,0,4,2,1,4,3,5,5,1,1,0,1
23633,0,3,0,2,2,1,3,3,3,1,3,3,1,0
23636,0,2,0,1,2,0,5,5,2,1,5,5,1,0
23638,1,5,0,4,4,2,4,4,4,4,5,2,1,0
23644,0,4,0,3,4,1,4,4,3,4,3,1,0,1
23660,0,4,1,5,4,1,4,4,4,4,4,2,0,1
23663,0,4,1,4,3,1,3,1,2,2,2,1,1,0
23668,0,2,0,2,3,2,3,1,2,2,3,1,1,0
23669,0,4,0,2,3,0,2,2,2,4,2,2,1,0
23672,0,2,0,4,3,0,3,4,2,4,3,4,0,1
23674,1,5,0,5,3,1,4,4,1,1,3,5,1,0
23677,0,4,0,4,1,1,2,2,4,4,4,3,0,1
23686,0,4,1,4,3,0,5,4,2,2,4,2,1,0
23694,0,2,0,1,1,0,4,4,2,2,4,5,1,0
23700,1,4,0,3,5,1,4,4,3,3,3,3,1,0
23708,0,4,0,4,1,2,4,5,5,4,1,5,1,0
23713,1,5,0,1,4,0,1,1,2,4,1,5,1,0
23723,1,4,0,4,3,1,4,5,5,5,4,4,1,0
23729,0,0,0,0,2,1,3,4,1,4,5,4,1,0
23744,0,3,0,4,4,0,3,3,4,2,3,3,0,1
23757,1,4,0,4,3,1,1,1,5,5,1,4,1,0
23758,0,4,1,4,5,1,4,5,1,1,5,1,1,0
23761,1,5,0,2,2,1,1,1,2,1,1,5,1,0
23765,0,0,0,5,3,0,1,1,4,3,1,1,1,0
23766,0,4,0,3,3,1,4,4,3,3,4,4,0,1
23767,0,0,1,0,4,1,1,4,3,3,2,1,1,0
23780,0,0,0,0,4,2,2,4,1,1,5,1,1,0
23788,0,5,1,5,5,1,3,3,2,2,4,1,1,0
23789,0,4,0,3,4,0,4,4,4,4,4,4,0,1
23795,0,0,0,0,5,2,4,2,3,2,3,3,1,0
23804,0,3,0,3,3,1,4,3,3,3,3,5,0,1
23807,1,4,0,4,4,1,3,3,3,4,3,4,1,0
23808,0,4,1,4,5,1,5,4,2,2,4,2,1,0
23809,0,4,1,2,2,0,4,5,2,2,3,4,1,0
23811,0,4,0,4,3,1,3,3,4,4,1,2,1,0
23812,0,3,0,3,1,0,3,3,4,4,3,3,0,1
23813,0,4,0,3,1,0,4,4,3,4,4,4,0,1
23815,0,4,0,4,1,0,4,4,4,3,4,4,0,1
23819,0,4,0,3,1,0,4,4,3,2,4,4,0,1
23826,1,4,0,4,3,1,3,4,2,2,3,3,1,0
23830,0,4,0,3,1,0,4,4,3,4,4,3,0,1
23831,0,0,0,0,2,2,4,5,1,1,1,1,1,0
23834,1,5,0,5,5,1,4,4,3,4,3,4,1,0
23844,0,4,0,4,1,2,3,3,3,4,4,2,1,0
23876,0,0,1,0,4,1,4,5,1,1,1,4,1,0
23880,1,4,0,4,5,1,4,5,4,4,4,4,1,0
23882,0,4,0,4,3,1,5,2,4,4,1,1,1,0
23916,0,4,0,4,2,1,1,1,4,4,3,3,1,0
23919,0,4,0,4,1,2,4,4,4,4,1,5,1,0
23936,0,0,0,0,5,2,2,5,2,5,5,4,1,0
23948,1,5,0,5,4,1,5,5,2,2,4,4,1,0
23957,0,3,0,2,3,0,5,5,1,1,5,2,1,0
23959,0,4,0,4,2,1,4,3,5,5,2,2,0,1
23967,0,4,1,4,4,0,5,5,3,3,5,2,0,1
23970,0,0,0,5,3,0,1,1,5,5,1,1,1,0
23975,0,3,0,4,1,0,3,3,3,3,3,3,0,1
23976,1,5,0,5,2,1,4,4,1,1,4,1,1,0
23978,0,4,0,4,3,2,1,4,4,4,3,4,1,0
23995,0,2,0,2,1,0,1,5,2,2,2,5,1,0
24002,0,3,1,3,3,0,4,5,5,5,5,3,0,1
24012,1,4,0,4,4,2,4,5,3,3,2,2,1,0
24020,0,3,1,4,5,0,5,5,5,2,5,4,0,1
24029,0,4,0,4,3,2,3,4,4,4,3,5,0,1
24036,0,1,0,2,2,0,4,4,1,4,4,4,1,0
24051,1,5,0,5,1,1,2,5,1,1,2,5,1,0
24064,0,4,0,4,1,1,4,1,4,4,2,2,1,0
24075,0,3,1,3,4,0,4,5,5,5,4,2,0,1
24080,1,5,0,5,2,1,1,2,1,1,4,5,1,0
24087,0,3,0,5,2,1,3,3,2,4,3,3,1,0
24115,0,5,0,4,4,1,3,4,4,5,3,5,0,1
24125,0,2,0,4,2,0,3,2,3,3,3,3,0,1
24133,0,3,0,3,4,0,3,4,3,3,3,4,0,1
24145,0,4,0,4,1,1,1,1,3,4,2,3,1,0
24151,1,5,0,5,3,1,4,5,1,1,3,3,1,0
24166,1,4,0,5,3,2,5,5,4,3,5,4,1,0
24178,1,5,0,5,3,1,2,2,1,1,1,4,1,0
24182,0,3,0,4,2,1,3,5,3,3,4,2,1,0
24188,0,4,1,4,4,0,5,5,1,1,3,2,1,0
24233,0,0,1,0,5,0,4,4,1,1,4,3,1,0
24236,1,5,0,5,3,1,3,4,2,2,4,5,1,0
